chinese,thai_meaning,category,hsk_level
及,"และ, ถึง, จนกระทั่ง",,hsk7
及其,"และ, รวมถึง",,hsk7
及早,"แต่เนิ่นๆ, โดยเร็ว",,hsk7
吉他,กีตาร์,,hsk7
吉祥物,"มาสคอต, สัญลักษณ์นำโชค",,hsk7
级别,"ระดับ, ชั้น",,hsk7
即,"คือ, เป็น, ถึง, ทันที",,hsk7
即可,"ก็พอ, ก็ได้, ก็สามารถ",,hsk7
极度,"อย่างยิ่ง, สุดขีด, อย่างมาก",,hsk7
极力,"อย่างเต็มที่, สุดกำลัง",,hsk7
极少数,"ส่วนน้อยมาก, จำนวนน้อยนิด",,hsk7
极为,"อย่างมาก, อย่างยิ่ง, อย่างที่สุด",,hsk7
急剧,"อย่างรวดเร็ว, ฉับพลัน",,hsk7
急迫,"เร่งด่วน, จำเป็นอย่างยิ่ง",,hsk7
急性,"เฉียบพลัน, รุนแรง",,hsk7
急需,"ต้องการอย่างเร่งด่วน, ขาดแคลนอย่างมาก",,hsk7
急于,"กระตือรือร้นที่จะ, รีบเร่งที่จะ",,hsk7
急诊,ห้องฉุกเฉิน,,hsk7
急转弯,"การเลี้ยวหักศอก, การเปลี่ยนทิศทางอย่างกะทันหัน",,hsk7
脊梁,กระดูกสันหลัง,,hsk7
集会,"การชุมนุม, การรวมตัว",,hsk7
集结,"การรวมพล, การระดมพล",,hsk7
集邮,การสะสมแสตมป์,,hsk7
集装箱,"ตู้คอนเทนเนอร์, ตู้สินค้า",,hsk7
集资,การระดมทุน,,hsk7
几率,"โอกาส, ความน่าจะเป็น",,hsk7
挤压,"บีบ, กด, เบียด",,hsk7
计,"นับ, คิด, วางแผน",,hsk7
计策,"กลยุทธ์, แผนการ",,hsk7
计时,"การจับเวลา, การตั้งเวลา",,hsk7
记忆犹新,"ยังคงจำได้ดี, ยังคงชัดเจนในความทรงจำ",,hsk7
纪录片,สารคดี,,hsk7
纪念碑,"อนุสรณ์สถาน, อนุสาวรีย์",,hsk7
纪念馆,"พิพิธภัณฑ์อนุสรณ์, หออนุสรณ์",,hsk7
纪念日,"วันครบรอบ, วันระลึก",,hsk7
纪实,"สารคดี, บันทึก",,hsk7
忌,"หลีกเลี่ยง, งดเว้น, งด",,hsk7
忌讳,"ข้อห้าม, สิ่งที่ควรหลีกเลี่ยง",,hsk7
技艺,"ทักษะ, ฝีมือ",,hsk7
剂,"ยา, ขนาดของยา, ตัวยา",,hsk7
继,"สืบต่อ, ตามมา",,hsk7
继而,"จากนั้น, ต่อมา",,hsk7
继父,พ่อเลี้ยง,,hsk7
继母,แม่เลี้ยง,,hsk7
寂静,"เงียบสงัด, เงียบสงบ",,hsk7
寂寞,"เหงา, โดดเดี่ยว",,hsk7
寄托,"ฝาก, มอบ, พึ่งพา",,hsk7
祭,"บูชา, เซ่นไหว้, ทำพิธี",,hsk7
祭奠,"การไว้อาลัย, การเซ่นไหว้",,hsk7
祭祀,"การบูชา, การเซ่นไหว้",,hsk7
加紧,"เร่ง, ทำให้เร็วขึ้น",,hsk7
加剧,"ทำให้รุนแรงขึ้น, ทำให้มากขึ้น",,hsk7
加深,"ทำให้ลึกซึ้งขึ้น, เพิ่มความลึก",,hsk7
加重,"ทำให้หนักขึ้น, ทำให้แย่ลง",,hsk7
佳节,"เทศกาล, วันหยุด",,hsk7
家伙,"คน, ตัว, พวก",,hsk7
家家户户,"ทุกบ้านเรือน, ทุกครอบครัว",,hsk7
家教,"การสอนพิเศษ, การติว",,hsk7
家境,"ฐานะทางการเงิน, สภาพครอบครัว",,hsk7
家禽,สัตว์ปีก,,hsk7
家用,"สำหรับใช้ในบ้าน, ของใช้ในบ้าน",,hsk7
家喻户晓,"เป็นที่รู้จักกันดี, เลื่องลือ",,hsk7
家政,"งานบ้าน, การจัดการบ้าน",,hsk7
家族,"ตระกูล, ครอบครัว",,hsk7
嘉年华,"งานรื่นเริง, เทศกาลรื่นเริง",,hsk7
假使,"ถ้า, หากว่า",,hsk7
价位,"ระดับราคา, ราคา",,hsk7
价值观,"ค่านิยม, คุณค่า",,hsk7
驾,"ขับ, ขี่",,hsk7
驾车,ขับรถ,,hsk7
驾驭,"ควบคุม, บังคับ, ขี่ (ม้า)",,hsk7
架子,"ชั้น, โครง, หิ้ง",,hsk7
嫁,แต่งงาน (ผู้หญิง),,hsk7
嫁妆,"สินสอด, ของหมั้น",,hsk7
尖端,"จุดสุดยอด, ล้ำสมัย, แหลมคม",,hsk7
尖锐,"เฉียบคม, รุนแรง, แหลมคม",,hsk7
坚持不懈,"ความพากเพียร, ความไม่ย่อท้อ",,hsk7
坚韧,"ความอดทน, ความเหนียวแน่น",,hsk7
坚实,"แข็งแกร่ง, มั่นคง",,hsk7
坚守,"ยึดมั่น, รักษาไว้",,hsk7
坚信,เชื่อมั่นอย่างแน่วแน่,,hsk7
坚硬,"แข็ง, แข็งแกร่ง",,hsk7
歼灭,"ทำลายล้าง, กำจัด",,hsk7
间断,"ขาดตอน, เป็นช่วงๆ",,hsk7
间隙,"ช่องว่าง, ระยะห่าง",,hsk7
肩负,"แบกรับ, รับผิดชอบ",,hsk7
艰巨,"หนักหน่วง, ยากลำบาก",,hsk7
艰苦奋斗,การต่อสู้ที่ยากลำบาก,,hsk7
艰险,"อันตราย, ความยากลำบาก",,hsk7
艰辛,"ความยากลำบาก, ความเหนื่อยยาก",,hsk7
兼,"ควบคู่ไปกับ, ทั้งสองอย่าง",,hsk7
兼顾,"คำนึงถึงทั้งสองด้าน, จัดการทั้งสองอย่าง",,hsk7
兼任,"ดำรงตำแหน่งควบคู่กัน, ทำงานสองตำแหน่ง",,hsk7
兼容,"เข้ากันได้, รองรับ",,hsk7
监察,"ตรวจสอบ, สอดแนม",,hsk7
监管,"กำกับดูแล, ควบคุม",,hsk7
监护,"การพิทักษ์, การดูแล",,hsk7
监控,"การเฝ้าระวัง, การติดตาม",,hsk7
监视,"การสอดแนม, การจับตาดู",,hsk7
监狱,"คุก, เรือนจำ",,hsk7
煎,ทอด (อาหาร),,hsk7
拣,"เลือก, เก็บ",,hsk7
减免,"ลดหย่อน, ยกเว้น",,hsk7
减弱,"ทำให้ลดลง, อ่อนกำลังลง",,hsk7
减速,ลดความเร็ว,,hsk7
减压,"ลดแรงกด, คลายความกดดัน",,hsk7
检察,"การตรวจสอบ, การไต่สวน",,hsk7
检讨,"การทบทวน, การพิจารณา",,hsk7
简称,"ตัวย่อ, ชื่อย่อ",,hsk7
简短,"สั้นๆ, กระชับ",,hsk7
简化,"ทำให้ง่ายขึ้น, ทำให้ง่าย",,hsk7
简洁,"กระชับ, สั้นๆ",,hsk7
简陋,"เรียบง่าย, ขาดสิ่งอำนวยความสะดวก",,hsk7
简体字,อักษรจีนตัวย่อ,,hsk7
简要,"โดยสรุป, โดยย่อ",,hsk7
简易,"ง่ายๆ, ไม่ซับซ้อน",,hsk7
见钱眼开,"เห็นเงินแล้วตาโต, โลภเห็นแก่เงิน",,hsk7
见仁见智,"แต่ละคนมีความเห็นต่างกัน, แล้วแต่คน",,hsk7
见外,"รู้สึกห่างเหิน, ไม่คุ้นเคย",,hsk7
见效,"ได้ผล, เห็นผล",,hsk7
见证,"เป็นพยาน, เป็นหลักฐาน",,hsk7
建交,สร้างความสัมพันธ์ทางการทูต,,hsk7
建树,"ความสำเร็จ, ผลงาน",,hsk7
建筑师,สถาปนิก,,hsk7
建筑物,"อาคาร, สิ่งก่อสร้าง",,hsk7
贱,"ราคาถูก, ต่ำต้อย",,hsk7
健美,"แข็งแรง, ฟิต",,hsk7
健壮,"แข็งแรง, กำยำ",,hsk7
溅,"กระเด็น, สาด",,hsk7
鉴别,"แยกแยะ, ตรวจสอบ",,hsk7
鉴赏,"ชื่นชม, ซาบซึ้ง",,hsk7
鉴于,"เมื่อพิจารณาถึง, เนื่องจาก",,hsk7
僵,"แข็ง, เย็นชา",,hsk7
僵化,"แข็งทื่อ, ไม่ยืดหยุ่น",,hsk7
僵局,"ทางตัน, สถานการณ์ที่ติดขัด",,hsk7
讲解,"อธิบาย, บรรยาย",,hsk7
讲述,"เล่า, บรรยาย",,hsk7
讲学,"บรรยาย, สอน",,hsk7
奖牌,"เหรียญรางวัล, เหรียญ",,hsk7
奖品,"รางวัล, ของรางวัล",,hsk7
奖项,"รางวัล, การมอบรางวัล",,hsk7
降临,"มาถึง, จรด",,hsk7
交叉,"ตัดกัน, ไขว้",,hsk7
交锋,"การเผชิญหน้า, การปะทะ",,hsk7
交付,"ส่งมอบ, ยื่น",,hsk7
交集,"ส่วนที่ทับซ้อนกัน, เซตที่ตัดกัน",,hsk7
交接,"การส่งมอบ, การแลกเปลี่ยน",,hsk7
交界,"เขตแดน, แนวแบ่ง",,hsk7
交纳,"จ่าย, ชำระ",,hsk7
交情,"ความสัมพันธ์, มิตรภาพ",,hsk7
交谈,"สนทนา, พูดคุย",,hsk7
交替,"สลับกัน, หมุนเวียน",,hsk7
交头接耳,"กระซิบกระซาบ, ซุบซิบ",,hsk7
交响乐,"ซิมโฟนี, ดนตรีออร์เคสตรา",,hsk7
郊外,"ชานเมือง, นอกเมือง",,hsk7
郊游,"การไปเที่ยวต่างจังหวัด, การไปเที่ยว",,hsk7
娇惯,"ตามใจ, เอาอกเอาใจ",,hsk7
浇,"รดน้ำ, ราด",,hsk7
胶囊,แคปซูล,,hsk7
胶片,"ฟิล์ม, แผ่นฟิล์ม",,hsk7
焦,"ไหม้, เผา, ร้อน",,hsk7
焦急,"กระวนกระวาย, ร้อนใจ",,hsk7
焦距,"ระยะโฟกัส, ความยาวโฟกัส",,hsk7
焦虑,"ความวิตกกังวล, ความกระวนกระวาย",,hsk7
焦躁,"กระสับกระส่าย, วิตกกังวล",,hsk7
